idx,AudioData,Answer
202,6386046517.mp3,Junk
203,6386046517.mp3,Junk
204,6386046517.mp3,Junk
205,5850817365.mp3,Non-Canonical
206,5850817365.mp3,Non-Canonical
207,5850817365.mp3,Crying
208,5850817365.mp3,Junk
209,5850817365.mp3,Non-Canonical
210,1200505053.mp3,Non-Canonical
211,1200505053.mp3,Canonical
212,1200505053.mp3,Non-Canonical
213,1200505053.mp3,Canonical
214,1200505053.mp3,Crying
215,8349385270.mp3,Non-Canonical
216,8349385270.mp3,Non-Canonical
217,8349385270.mp3,Non-Canonical
218,8349385270.mp3,Non-Canonical
219,8349385270.mp3,Non-Canonical
220,9904562275.mp3,Non-Canonical
221,9904562275.mp3,Canonical
222,9904562275.mp3,Canonical
223,9904562275.mp3,Non-Canonical
224,9904562275.mp3,Crying
225,4481022026.mp3,Non-Canonical
226,4481022026.mp3,Non-Canonical
227,4481022026.mp3,Non-Canonical
228,4481022026.mp3,Junk
229,4481022026.mp3,Canonical
230,2154031602.mp3,Crying
231,2154031602.mp3,Canonical
232,2154031602.mp3,Non-Canonical
233,2154031602.mp3,Non-Canonical
234,2154031602.mp3,Crying
235,9633026680.mp3,Non-Canonical
236,9633026680.mp3,Non-Canonical
237,9633026680.mp3,Non-Canonical
238,9633026680.mp3,Non-Canonical
239,9633026680.mp3,Non-Canonical
240,0183182314.mp3,Canonical
241,0183182314.mp3,Crying
242,0183182314.mp3,Crying
243,0183182314.mp3,Non-Canonical
244,0183182314.mp3,Non-Canonical
245,0117746985.mp3,Non-Canonical
246,0117746985.mp3,Laughing
247,0117746985.mp3,Non-Canonical
248,0117746985.mp3,Crying
249,0117746985.mp3,Laughing
250,3949431475.mp3,Non-Canonical
251,3949431475.mp3,Non-Canonical
252,3949431475.mp3,Non-Canonical
253,3949431475.mp3,Non-Canonical
254,3949431475.mp3,Non-Canonical
255,5688221106.mp3,Non-Canonical
256,5688221106.mp3,Crying
257,5688221106.mp3,Non-Canonical
258,5688221106.mp3,Non-Canonical
259,5688221106.mp3,Canonical
260,2169593740.mp3,Junk
261,2169593740.mp3,Junk
262,2169593740.mp3,Junk
263,2169593740.mp3,Junk
264,2169593740.mp3,Non-Canonical
265,9862177785.mp3,Junk
266,9862177785.mp3,Non-Canonical
267,9862177785.mp3,Junk
268,9862177785.mp3,Non-Canonical
269,9862177785.mp3,Non-Canonical
270,0864270060.mp3,Non-Canonical
271,0864270060.mp3,Crying
272,0864270060.mp3,Crying
273,0864270060.mp3,Non-Canonical
274,0864270060.mp3,Non-Canonical
275,5302702852.mp3,Non-Canonical
276,5302702852.mp3,Non-Canonical
277,5302702852.mp3,Crying
278,5302702852.mp3,Crying
279,5302702852.mp3,Junk
280,2329522407.mp3,Crying
281,2329522407.mp3,Canonical
282,2329522407.mp3,Crying
283,2329522407.mp3,Non-Canonical
284,2329522407.mp3,Crying
285,0432790961.mp3,Non-Canonical
286,0432790961.mp3,Non-Canonical
287,0432790961.mp3,Non-Canonical
288,0432790961.mp3,Crying
289,0432790961.mp3,Non-Canonical
290,4770746014.mp3,Non-Canonical
291,4770746014.mp3,Non-Canonical
292,4770746014.mp3,Non-Canonical
293,4770746014.mp3,Non-Canonical
294,4770746014.mp3,Canonical
295,7972184868.mp3,Non-Canonical
296,7972184868.mp3,Non-Canonical
297,7972184868.mp3,Non-Canonical
298,7972184868.mp3,Junk
299,7972184868.mp3,Junk
300,3113124174.mp3,Non-Canonical
301,3113124174.mp3,Non-Canonical
302,3113124174.mp3,Junk
303,3113124174.mp3,Non-Canonical
304,3113124174.mp3,Non-Canonical
305,2424719016.mp3,Non-Canonical
306,2424719016.mp3,Junk
307,2424719016.mp3,Non-Canonical
308,2424719016.mp3,Crying
309,2424719016.mp3,Non-Canonical
310,1618816807.mp3,Crying
311,1618816807.mp3,Non-Canonical
312,1618816807.mp3,Non-Canonical
313,1618816807.mp3,Non-Canonical
314,1618816807.mp3,Crying
315,9980932955.mp3,Non-Canonical
316,9980932955.mp3,Non-Canonical
317,9980932955.mp3,Non-Canonical
318,9980932955.mp3,Junk
319,9980932955.mp3,Canonical
320,0825974208.mp3,Non-Canonical
321,0825974208.mp3,Non-Canonical
322,0825974208.mp3,Crying
323,0825974208.mp3,Non-Canonical
324,0825974208.mp3,Junk
325,3536438973.mp3,Non-Canonical
326,3536438973.mp3,Non-Canonical
327,3536438973.mp3,Non-Canonical
328,3536438973.mp3,Non-Canonical
329,3536438973.mp3,Laughing
330,3818532809.mp3,Non-Canonical
331,3818532809.mp3,Non-Canonical
332,3818532809.mp3,Junk
333,3818532809.mp3,Non-Canonical
334,3818532809.mp3,Non-Canonical
335,4865300266.mp3,Junk
336,4865300266.mp3,Crying
337,4865300266.mp3,Non-Canonical
338,4865300266.mp3,Non-Canonical
339,4865300266.mp3,Canonical
340,1676188018.mp3,Non-Canonical
341,1676188018.mp3,Non-Canonical
342,1676188018.mp3,Canonical
343,1676188018.mp3,Canonical
344,1676188018.mp3,Canonical
345,6619524006.mp3,Junk
346,6619524006.mp3,Non-Canonical
347,6619524006.mp3,Non-Canonical
348,6619524006.mp3,Non-Canonical
349,6619524006.mp3,Non-Canonical
350,6710911161.mp3,Crying
351,6710911161.mp3,Non-Canonical
352,6710911161.mp3,Non-Canonical
353,6710911161.mp3,Canonical
354,6710911161.mp3,Junk
355,4837547834.mp3,Non-Canonical
356,4837547834.mp3,Non-Canonical
357,4837547834.mp3,Non-Canonical
358,4837547834.mp3,Non-Canonical
359,4837547834.mp3,Non-Canonical
360,4861587179.mp3,Non-Canonical
361,4861587179.mp3,Non-Canonical
362,4861587179.mp3,Non-Canonical
363,4861587179.mp3,Non-Canonical
364,4861587179.mp3,Non-Canonical
365,1741830273.mp3,Laughing
366,1741830273.mp3,Non-Canonical
367,1741830273.mp3,Non-Canonical
368,1741830273.mp3,Non-Canonical
369,1741830273.mp3,Non-Canonical
370,4950032265.mp3,Non-Canonical
371,4950032265.mp3,Non-Canonical
372,4950032265.mp3,Non-Canonical
373,4950032265.mp3,Non-Canonical
374,4950032265.mp3,Non-Canonical
375,8716411095.mp3,Non-Canonical
376,8716411095.mp3,Laughing
377,8716411095.mp3,Junk
378,8716411095.mp3,Non-Canonical
379,8716411095.mp3,Non-Canonical
380,8104406057.mp3,Non-Canonical
381,8104406057.mp3,Non-Canonical
382,8104406057.mp3,Non-Canonical
383,8104406057.mp3,Non-Canonical
384,8104406057.mp3,Non-Canonical
385,7142191225.mp3,Non-Canonical
386,7142191225.mp3,Non-Canonical
387,7142191225.mp3,Non-Canonical
388,7142191225.mp3,Canonical
389,7142191225.mp3,Junk
390,3223827876.mp3,Non-Canonical
391,3223827876.mp3,Non-Canonical
392,3223827876.mp3,Non-Canonical
393,3223827876.mp3,Junk
394,3223827876.mp3,Non-Canonical
395,3704247678.mp3,Crying
396,3704247678.mp3,Junk
397,3704247678.mp3,Junk
398,3704247678.mp3,Junk
399,3704247678.mp3,Non-Canonical
400,7190054582.mp3,Canonical
401,7190054582.mp3,Non-Canonical
402,7190054582.mp3,Crying
403,7190054582.mp3,Junk
404,7190054582.mp3,Junk
405,3946152259.mp3,Non-Canonical
406,3946152259.mp3,Crying
407,3946152259.mp3,Crying
408,3946152259.mp3,Non-Canonical
409,3946152259.mp3,Crying
410,4318733610.mp3,Non-Canonical
411,4318733610.mp3,Crying
412,4318733610.mp3,Non-Canonical
413,4318733610.mp3,Crying
414,4318733610.mp3,Non-Canonical
415,4080080737.mp3,Junk
416,4080080737.mp3,Crying
417,4080080737.mp3,Canonical
418,4080080737.mp3,Non-Canonical
419,4080080737.mp3,Non-Canonical
420,5782697950.mp3,Non-Canonical
421,5782697950.mp3,Non-Canonical
422,5782697950.mp3,Non-Canonical
423,5782697950.mp3,Non-Canonical
424,5782697950.mp3,Canonical
425,3274302607.mp3,Non-Canonical
426,3274302607.mp3,Non-Canonical
427,3274302607.mp3,Laughing
428,3274302607.mp3,Non-Canonical
429,3274302607.mp3,Non-Canonical
430,3563062790.mp3,Non-Canonical
431,3563062790.mp3,Non-Canonical
432,3563062790.mp3,Non-Canonical
433,3563062790.mp3,Laughing
434,3563062790.mp3,Non-Canonical
435,6275439950.mp3,Non-Canonical
436,6275439950.mp3,Crying
437,6275439950.mp3,Non-Canonical
438,6275439950.mp3,Junk
439,6275439950.mp3,Non-Canonical
440,2092658065.mp3,Non-Canonical
441,2092658065.mp3,Canonical
442,2092658065.mp3,Non-Canonical
443,2092658065.mp3,Canonical
444,2092658065.mp3,Non-Canonical
445,1556464332.mp3,Non-Canonical
446,1556464332.mp3,Non-Canonical
447,1556464332.mp3,Canonical
448,1556464332.mp3,Canonical
449,1556464332.mp3,Non-Canonical
450,1521179601.mp3,Non-Canonical
451,1521179601.mp3,Non-Canonical
452,1521179601.mp3,Non-Canonical
453,1521179601.mp3,Non-Canonical
454,1521179601.mp3,Non-Canonical
455,4166170740.mp3,Junk
456,4166170740.mp3,Junk
457,4166170740.mp3,Non-Canonical
458,4166170740.mp3,Junk
459,4166170740.mp3,Laughing
460,7240278544.mp3,Non-Canonical
461,7240278544.mp3,Non-Canonical
462,7240278544.mp3,Laughing
463,7240278544.mp3,Non-Canonical
464,7240278544.mp3,Non-Canonical
465,7240278544.mp3,Non-Canonical
466,5336073808.mp3,Non-Canonical
467,5336073808.mp3,Non-Canonical
468,5336073808.mp3,Non-Canonical
469,5336073808.mp3,Non-Canonical
470,5336073808.mp3,Junk
471,3914478843.mp3,Non-Canonical
472,3914478843.mp3,Non-Canonical
473,3914478843.mp3,Junk
474,3914478843.mp3,Non-Canonical
475,3914478843.mp3,Non-Canonical
476,4976626265.mp3,Non-Canonical
477,4976626265.mp3,Non-Canonical
478,4976626265.mp3,Canonical
479,4976626265.mp3,Laughing
480,4976626265.mp3,Non-Canonical
481,1920622288.mp3,Canonical
482,1920622288.mp3,Non-Canonical
483,1920622288.mp3,Non-Canonical
484,1920622288.mp3,Non-Canonical
485,1920622288.mp3,Non-Canonical
486,5194378305.mp3,Non-Canonical
487,5194378305.mp3,Non-Canonical
488,5194378305.mp3,Crying
489,5194378305.mp3,Non-Canonical
490,5194378305.mp3,Non-Canonical
491,3042922589.mp3,Non-Canonical
492,3042922589.mp3,Junk
493,3042922589.mp3,Junk
494,3042922589.mp3,Junk
495,3042922589.mp3,Non-Canonical
496,7090643583.mp3,Non-Canonical
497,7090643583.mp3,Non-Canonical
498,7090643583.mp3,Non-Canonical
499,7090643583.mp3,Non-Canonical
500,7090643583.mp3,Non-Canonical
501,6077783094.mp3,Canonical
502,6077783094.mp3,Junk
503,6077783094.mp3,Junk
504,6077783094.mp3,Junk
505,6077783094.mp3,Canonical
506,9001089403.mp3,Canonical
507,9001089403.mp3,Canonical
508,9001089403.mp3,Non-Canonical
509,9001089403.mp3,Junk
510,9001089403.mp3,Canonical
511,9821423687.mp3,Canonical
512,9821423687.mp3,Non-Canonical
513,9821423687.mp3,Non-Canonical
514,9821423687.mp3,Non-Canonical
515,9821423687.mp3,Non-Canonical
516,7480156031.mp3,Non-Canonical
517,7480156031.mp3,Junk
518,7480156031.mp3,Non-Canonical
519,7480156031.mp3,Non-Canonical
520,7480156031.mp3,Junk
521,7480156031.mp3,Crying
522,1307748761.mp3,Non-Canonical
523,1307748761.mp3,Non-Canonical
524,1307748761.mp3,Non-Canonical
525,1307748761.mp3,Laughing
526,1307748761.mp3,Crying
527,8709071279.mp3,Crying
528,8709071279.mp3,Canonical
529,8709071279.mp3,Junk
530,8709071279.mp3,Non-Canonical
531,8709071279.mp3,Non-Canonical
532,6193354759.mp3,Junk
533,6193354759.mp3,Junk
534,6193354759.mp3,Junk
535,6193354759.mp3,Junk
536,6193354759.mp3,Junk
537,2471724248.mp3,Non-Canonical
538,2471724248.mp3,Non-Canonical
539,2471724248.mp3,Junk
540,2471724248.mp3,Junk
541,2471724248.mp3,Laughing
542,6302255220.mp3,Non-Canonical
543,6302255220.mp3,Non-Canonical
544,6302255220.mp3,Canonical
545,6302255220.mp3,Non-Canonical
546,6302255220.mp3,Canonical
547,6302255220.mp3,Crying
548,4500456317.mp3,Non-Canonical
549,4500456317.mp3,Non-Canonical
550,4500456317.mp3,Non-Canonical
551,4500456317.mp3,Laughing
552,4500456317.mp3,Laughing
553,4629210596.mp3,Non-Canonical
554,4629210596.mp3,Non-Canonical
555,4629210596.mp3,Non-Canonical
556,4629210596.mp3,Non-Canonical
557,4629210596.mp3,Non-Canonical
558,9156103190.mp3,Non-Canonical
559,9156103190.mp3,Non-Canonical
560,9156103190.mp3,Non-Canonical
561,9156103190.mp3,Non-Canonical
562,9156103190.mp3,Crying
563,9323390807.mp3,Non-Canonical
564,9323390807.mp3,Non-Canonical
565,9323390807.mp3,Non-Canonical
566,9323390807.mp3,Non-Canonical
567,9323390807.mp3,Non-Canonical
568,6966752927.mp3,Crying
569,6966752927.mp3,Non-Canonical
570,6966752927.mp3,Non-Canonical
571,6966752927.mp3,Crying
572,6966752927.mp3,Non-Canonical
573,4927047817.mp3,Non-Canonical
574,4927047817.mp3,Junk
575,4927047817.mp3,Non-Canonical
576,4927047817.mp3,Junk
577,4927047817.mp3,Non-Canonical
578,5629391645.mp3,Junk
579,5629391645.mp3,Canonical
580,5629391645.mp3,Non-Canonical
581,5629391645.mp3,Laughing
582,5629391645.mp3,Junk
583,8185605745.mp3,Non-Canonical
584,8185605745.mp3,Non-Canonical
585,8185605745.mp3,Crying
586,8185605745.mp3,Crying
587,8185605745.mp3,Junk
588,5513700299.mp3,Non-Canonical
589,5513700299.mp3,Non-Canonical
590,5513700299.mp3,Canonical
591,5513700299.mp3,Non-Canonical
592,5513700299.mp3,Non-Canonical
593,0128484573.mp3,Non-Canonical
594,0128484573.mp3,Non-Canonical
595,0128484573.mp3,Crying
596,0128484573.mp3,Non-Canonical
597,0128484573.mp3,Non-Canonical
598,8256612438.mp3,Non-Canonical
599,8256612438.mp3,Non-Canonical
600,8256612438.mp3,Non-Canonical
601,8256612438.mp3,Non-Canonical
602,8256612438.mp3,Non-Canonical
603,5114953884.mp3,Non-Canonical
604,5114953884.mp3,Non-Canonical
605,5114953884.mp3,Non-Canonical
606,5114953884.mp3,Non-Canonical
607,5114953884.mp3,Non-Canonical
608,4157274475.mp3,Junk
609,4157274475.mp3,Non-Canonical
610,4157274475.mp3,Non-Canonical
611,4157274475.mp3,Non-Canonical
612,4157274475.mp3,Laughing
613,0923288868.mp3,Non-Canonical
614,0923288868.mp3,Laughing
615,0923288868.mp3,Non-Canonical
616,0923288868.mp3,Laughing
617,0923288868.mp3,Laughing
618,0134233569.mp3,Laughing
619,0134233569.mp3,Non-Canonical
620,0134233569.mp3,Non-Canonical
621,0134233569.mp3,Non-Canonical
622,0134233569.mp3,Non-Canonical
623,2597489770.mp3,Laughing
624,2597489770.mp3,Non-Canonical
625,2597489770.mp3,Non-Canonical
626,2597489770.mp3,Non-Canonical
627,2597489770.mp3,Laughing
628,0033941546.mp3,Non-Canonical
629,0033941546.mp3,Non-Canonical
630,0033941546.mp3,Non-Canonical
631,0033941546.mp3,Non-Canonical
632,0033941546.mp3,Non-Canonical
633,9511286156.mp3,Non-Canonical
634,9511286156.mp3,Non-Canonical
635,9511286156.mp3,Crying
636,9511286156.mp3,Non-Canonical
637,9511286156.mp3,Laughing
638,8880980940.mp3,Non-Canonical
639,8880980940.mp3,Non-Canonical
640,8880980940.mp3,Non-Canonical
641,8880980940.mp3,Non-Canonical
642,8880980940.mp3,Non-Canonical
643,9156327101.mp3,Laughing
644,9156327101.mp3,Non-Canonical
645,9156327101.mp3,Non-Canonical
646,9156327101.mp3,Junk
647,9156327101.mp3,Canonical
648,6117210522.mp3,Non-Canonical
649,6117210522.mp3,Non-Canonical
650,6117210522.mp3,Canonical
651,6117210522.mp3,Non-Canonical
652,6117210522.mp3,Non-Canonical
653,1991308206.mp3,Non-Canonical
654,1991308206.mp3,Junk
655,1991308206.mp3,Non-Canonical
656,1991308206.mp3,Junk
657,1991308206.mp3,Canonical
658,8871507156.mp3,Canonical
659,8871507156.mp3,Non-Canonical
660,8871507156.mp3,Non-Canonical
661,8871507156.mp3,Non-Canonical
662,8871507156.mp3,Canonical
663,9041480186.mp3,Non-Canonical
664,9041480186.mp3,Canonical
665,9041480186.mp3,Canonical
666,9041480186.mp3,Non-Canonical
667,9041480186.mp3,Non-Canonical
668,9967232075.mp3,Junk
669,9967232075.mp3,Non-Canonical
670,9967232075.mp3,Non-Canonical
671,9967232075.mp3,Non-Canonical
672,9967232075.mp3,Crying
673,3034829731.mp3,Non-Canonical
674,3034829731.mp3,Non-Canonical
675,3034829731.mp3,Non-Canonical
676,3034829731.mp3,Non-Canonical
677,3034829731.mp3,Non-Canonical
678,4836882684.mp3,Non-Canonical
679,4836882684.mp3,Crying
680,4836882684.mp3,Junk
681,4836882684.mp3,Non-Canonical
682,4836882684.mp3,Crying
683,8934056772.mp3,Non-Canonical
684,8934056772.mp3,Non-Canonical
685,8934056772.mp3,Non-Canonical
686,8934056772.mp3,Non-Canonical
687,8934056772.mp3,Laughing
688,0216558473.mp3,Crying
689,0216558473.mp3,Non-Canonical
690,0216558473.mp3,Non-Canonical
691,0216558473.mp3,Non-Canonical
692,0216558473.mp3,Crying
693,3944835064.mp3,Non-Canonical
694,3944835064.mp3,Crying
695,3944835064.mp3,Canonical
696,3944835064.mp3,Junk
697,3944835064.mp3,Non-Canonical
698,7000561628.mp3,Canonical
699,7000561628.mp3,Non-Canonical
700,7000561628.mp3,Crying
701,7000561628.mp3,Non-Canonical
702,7000561628.mp3,Non-Canonical
703,3672816062.mp3,Non-Canonical
704,3672816062.mp3,Non-Canonical
705,3672816062.mp3,Non-Canonical
706,3672816062.mp3,Junk
707,3672816062.mp3,Non-Canonical
708,6226497493.mp3,Non-Canonical
709,6226497493.mp3,Non-Canonical
710,6226497493.mp3,Non-Canonical
711,6226497493.mp3,Non-Canonical
712,6226497493.mp3,Junk
713,5376624197.mp3,Canonical
714,5376624197.mp3,Canonical
715,5376624197.mp3,Non-Canonical
716,5376624197.mp3,Junk
717,5376624197.mp3,Junk
718,0376903973.mp3,Non-Canonical
719,0376903973.mp3,Non-Canonical
720,0376903973.mp3,Canonical
721,0376903973.mp3,Non-Canonical
722,0376903973.mp3,Non-Canonical
723,6940463645.mp3,Non-Canonical
724,6940463645.mp3,Non-Canonical
725,6940463645.mp3,Non-Canonical
726,6940463645.mp3,Non-Canonical
727,6940463645.mp3,Non-Canonical
728,4207257610.mp3,Non-Canonical
729,4207257610.mp3,Canonical
730,4207257610.mp3,Non-Canonical
731,4207257610.mp3,Non-Canonical
732,4207257610.mp3,Crying
733,0786552490.mp3,Non-Canonical
734,0786552490.mp3,Non-Canonical
735,0786552490.mp3,Non-Canonical
736,0786552490.mp3,Non-Canonical
737,0786552490.mp3,Junk
738,1919821263.mp3,Junk
739,1919821263.mp3,Junk
740,1919821263.mp3,Non-Canonical
741,1919821263.mp3,Non-Canonical
742,1919821263.mp3,Junk
743,6498451467.mp3,Canonical
744,6498451467.mp3,Non-Canonical
745,6498451467.mp3,Non-Canonical
746,6498451467.mp3,Non-Canonical
747,6498451467.mp3,Laughing
748,0462488716.mp3,Junk
749,0462488716.mp3,Canonical
750,0462488716.mp3,Non-Canonical
751,0462488716.mp3,Non-Canonical
752,0462488716.mp3,Junk
753,1676715025.mp3,Non-Canonical
754,1676715025.mp3,Non-Canonical
755,1676715025.mp3,Non-Canonical
756,1676715025.mp3,Non-Canonical
757,1676715025.mp3,Junk
758,2361390677.mp3,Non-Canonical
759,2361390677.mp3,Non-Canonical
760,2361390677.mp3,Junk
761,2361390677.mp3,Crying
762,2361390677.mp3,Non-Canonical
763,3862546524.mp3,Crying
764,3862546524.mp3,Junk
765,3862546524.mp3,Non-Canonical
766,3862546524.mp3,Non-Canonical
767,3862546524.mp3,Non-Canonical
768,6012573297.mp3,Non-Canonical
769,6012573297.mp3,Non-Canonical
770,6012573297.mp3,Non-Canonical
771,6012573297.mp3,Non-Canonical
772,6012573297.mp3,Non-Canonical
773,2998568587.mp3,Non-Canonical
774,2998568587.mp3,Non-Canonical
775,2998568587.mp3,Non-Canonical
776,2998568587.mp3,Non-Canonical
777,2998568587.mp3,Non-Canonical
778,5713325314.mp3,Non-Canonical
779,5713325314.mp3,Non-Canonical
780,5713325314.mp3,Non-Canonical
781,5713325314.mp3,Non-Canonical
782,5713325314.mp3,Non-Canonical
783,5520831962.mp3,Crying
784,5520831962.mp3,Canonical
785,5520831962.mp3,Canonical
786,5520831962.mp3,Canonical
787,5520831962.mp3,Canonical
788,0625736106.mp3,Canonical
789,0625736106.mp3,Junk
790,0625736106.mp3,Junk
