idx,Answer,Age,ChildID
3027337942,Non-Canonical,53.26,1111_1
1082766132,Non-Canonical,53.26,1111_1
6816568619,Non-Canonical,53.26,1111_1
4543352019,Non-Canonical,53.26,1111_1
5605609913,Non-Canonical,53.26,1111_1
9035342822,Non-Canonical,53.26,1111_1
3086668156,Non-Canonical,53.26,1111_1
4980142193,Non-Canonical,53.26,1111_1
0278057314,Non-Canonical,53.26,1111_1
3905514568,Non-Canonical,53.26,1111_1
1200728977,Non-Canonical,53.26,1111_1
7608918321,Non-Canonical,53.26,1111_1
1172283475,Non-Canonical,53.26,1111_1
3926967723,Non-Canonical,53.26,1111_1
3751520001,Junk,53.26,1111_1
3047032315,Non-Canonical,53.26,1111_1
4517698509,Non-Canonical,53.26,1111_1
0433644349,Non-Canonical,53.26,1111_1
4095674393,Non-Canonical,53.26,1111_1
0887125515,Non-Canonical,53.26,1111_1
5134141751,Non-Canonical,53.26,1111_1
4661425442,Non-Canonical,53.26,1111_1
5828339171,Non-Canonical,53.26,1111_1
1636182500,Non-Canonical,53.26,1111_1
4775106347,Non-Canonical,53.26,1111_1
9315308950,Non-Canonical,53.26,1111_1
0915412603,Non-Canonical,53.26,1111_1
6801498563,Non-Canonical,53.26,1111_1
2702508572,Non-Canonical,53.26,1111_1
3719241292,Non-Canonical,53.26,1111_1
4870013290,Crying,53.26,1111_1
0201834254,Non-Canonical,53.26,1111_1
4038454505,Non-Canonical,53.26,1111_1
9001287656,Non-Canonical,53.26,1111_1
1105994113,Non-Canonical,53.26,1111_1
1688163310,Non-Canonical,53.26,1111_1
8394596937,Non-Canonical,53.26,1111_1
2325903572,Non-Canonical,53.26,1111_1
2859798692,Non-Canonical,53.26,1111_1
9298891639,Non-Canonical,53.26,1111_1
8192562912,Non-Canonical,53.26,1111_1
8611210878,Laughing,53.26,1111_1
2448148187,Non-Canonical,53.26,1111_1
5789116183,Non-Canonical,53.26,1111_1
9674657671,Non-Canonical,53.26,1111_1
7401006802,Non-Canonical,53.26,1111_1
5960116404,Non-Canonical,53.26,1111_1
7380855730,Non-Canonical,53.26,1111_1
8851185365,Non-Canonical,53.26,1111_1
0117245283,Non-Canonical,53.26,1111_1
2281339945,Non-Canonical,53.26,1111_1
0222740305,Junk,53.26,1111_1
2982438747,Non-Canonical,53.26,1111_1
3102532182,Junk,53.26,1111_1
7388042489,Junk,53.26,1111_1
6332618802,Junk,53.26,1111_1
5950212069,Non-Canonical,53.26,1111_1
6719468113,Junk,53.26,1111_1
3244047009,Canonical,53.26,1111_1
2133897571,Junk,53.26,1111_1
4480664373,Junk,53.26,1111_1
7592752526,Junk,53.26,1111_1
0956776091,Non-Canonical,53.26,1111_1
1012006823,Crying,53.26,1111_1
1616353527,Non-Canonical,53.26,1111_1
1095756204,Non-Canonical,53.26,1111_1
9412692930,Non-Canonical,53.26,1111_1
6271726776,Non-Canonical,53.26,1111_1
5766796489,Non-Canonical,53.26,1111_1
5193027092,Non-Canonical,53.26,1111_1
4180045357,Non-Canonical,53.26,1111_1
1953301037,Non-Canonical,53.26,1111_1
3730998439,Non-Canonical,53.26,1111_1
8696345867,Non-Canonical,53.26,1111_1
1437242304,Non-Canonical,53.26,1111_1
8199048606,Canonical,53.26,1111_1
5967688512,Canonical,53.26,1111_1
1710453815,Junk,53.26,1111_1
5274465882,Non-Canonical,53.26,1111_1
8667185317,Non-Canonical,53.26,1111_1
7321783773,Non-Canonical,53.26,1111_1
0173748105,Junk,53.26,1111_1
6654754075,Non-Canonical,53.26,1111_1
1186044552,Non-Canonical,53.26,1111_1
5208422913,Non-Canonical,53.26,1111_1
4892434697,Non-Canonical,53.26,1111_1
4539698488,Non-Canonical,53.26,1111_1
2328043816,Non-Canonical,53.26,1111_1
4165971722,Non-Canonical,53.26,1111_1
4604728545,Non-Canonical,53.26,1111_1
6082076491,Non-Canonical,53.26,1111_1
0555294155,Non-Canonical,53.26,1111_1
5053102153,Non-Canonical,53.26,1111_1
8078732155,Non-Canonical,53.26,1111_1
7957679995,Non-Canonical,53.26,1111_1
5984781639,Non-Canonical,53.26,1111_1
0617553664,Non-Canonical,53.26,1111_1
6926692989,Non-Canonical,53.26,1111_1
6744188843,Laughing,53.26,1111_1
3952113484,Non-Canonical,53.26,1111_1
8076058795,Laughing,53.26,1111_1
4665788933,Non-Canonical,53.26,1111_1
5526164217,Laughing,53.26,1111_1
9918088935,Junk,53.26,1111_1
7279795679,Non-Canonical,53.26,1111_1
9251766496,Non-Canonical,53.26,1111_1
5646365407,Non-Canonical,53.26,1111_1
6453941840,Junk,53.26,1111_1
2473637446,Laughing,53.26,1111_1
7250143552,Non-Canonical,53.26,1111_1
5388578137,Non-Canonical,53.26,1111_1
3857401101,Laughing,53.26,1111_1
6784161425,Laughing,53.26,1111_1
7631662116,Laughing,53.26,1111_1
4612226607,Non-Canonical,53.26,1111_1
4907193382,Non-Canonical,53.26,1111_1
6047716016,Non-Canonical,53.26,1111_1
0930369596,Non-Canonical,53.26,1111_1
4567991306,Laughing,53.26,1111_1
8060853178,Non-Canonical,53.26,1111_1
0548617394,Non-Canonical,53.26,1111_1
6078219734,Non-Canonical,53.26,1111_1
1248455078,Non-Canonical,53.26,1111_1
4344958015,Non-Canonical,53.26,1111_1
9093597541,Non-Canonical,53.26,1111_1
9607664108,Laughing,53.26,1111_1
2254204676,Non-Canonical,53.26,1111_1
3842245173,Junk,53.26,1111_1
8222606870,Non-Canonical,53.26,1111_1
4745437390,Non-Canonical,53.26,1111_1
7964151414,Non-Canonical,53.26,1111_1
2391763124,Junk,53.26,1111_1
9577601814,Non-Canonical,53.26,1111_1
5365865066,Non-Canonical,53.26,1111_1
1127227655,Non-Canonical,53.26,1111_1
4075199966,Non-Canonical,53.26,1111_1
3822824789,Non-Canonical,53.26,1111_1
0683811778,Junk,53.26,1111_1
8067261314,Junk,53.26,1111_1
1989923079,Laughing,53.26,1111_1
4424498066,Non-Canonical,53.26,1111_1
2115612839,Non-Canonical,53.26,1111_1
6879600293,Non-Canonical,53.26,1111_1
9207435416,Laughing,53.26,1111_1
0365786989,Laughing,53.26,1111_1
3833443974,Non-Canonical,53.26,1111_1
6903435825,Laughing,53.26,1111_1
6486658280,Non-Canonical,53.26,1111_1
8644551332,Laughing,53.26,1111_1
1249123591,Junk,53.26,1111_1
7252388666,Non-Canonical,53.26,1111_1
2468895000,Laughing,53.26,1111_1
5111686972,Non-Canonical,53.26,1111_1
9457899374,Non-Canonical,53.26,1111_1
6426221596,Non-Canonical,53.26,1111_1
4446236095,Laughing,53.26,1111_1
6663538145,Laughing,53.26,1111_1
5369481986,Non-Canonical,53.26,1111_1
5835711515,Laughing,53.26,1111_1
7735520274,Non-Canonical,53.26,1111_1
0145791128,Non-Canonical,53.26,1111_1
3897301908,Non-Canonical,53.26,1111_1
3796263499,Non-Canonical,53.26,1111_1
8106987364,Junk,53.26,1111_1
3424072449,Non-Canonical,53.26,1111_1
2290194786,Non-Canonical,53.26,1111_1
7602301686,Non-Canonical,53.26,1111_1
8691308079,Non-Canonical,53.26,1111_1
3755382365,Non-Canonical,53.26,1111_1
2554662653,Non-Canonical,53.26,1111_1
2884206835,Laughing,53.26,1111_1
0442727406,Junk,53.26,1111_1
5863173571,Non-Canonical,53.26,1111_1
2915317391,Non-Canonical,53.26,1111_1
7640736416,Junk,53.26,1111_1
1987621429,Junk,53.26,1111_1
3173135167,Junk,53.26,1111_1
9907124879,Non-Canonical,53.26,1111_1
2355909551,Non-Canonical,53.26,1111_1
7373645629,Non-Canonical,53.26,1111_1
7219322693,Non-Canonical,53.26,1111_1
6325527618,Non-Canonical,53.26,1111_1
3148872236,Non-Canonical,53.26,1111_1
0317372324,Canonical,53.26,1111_1
6882824768,Non-Canonical,53.26,1111_1
8440772579,Non-Canonical,53.26,1111_1
6332026500,Non-Canonical,53.26,1111_1
3218737473,Non-Canonical,53.26,1111_1
9294264045,Non-Canonical,53.26,1111_1
4885776788,Non-Canonical,53.26,1111_1
1512000837,Non-Canonical,53.26,1111_1
3700181987,Non-Canonical,53.26,1111_1
0810191173,Non-Canonical,53.26,1111_1
8161051059,Junk,53.26,1111_1
6400394877,Non-Canonical,53.26,1111_1
7581317351,Non-Canonical,53.26,1111_1
4028850301,Non-Canonical,53.26,1111_1
3939371420,Crying,53.26,1111_1
0264911157,Non-Canonical,53.26,1111_1
9911122915,Non-Canonical,53.26,1111_1
5516659524,Non-Canonical,53.26,1111_1
9272062524,Junk,53.26,1111_1
1157445147,Junk,53.26,1111_1
0373479295,Non-Canonical,53.26,1111_1
9299358469,Non-Canonical,53.26,1111_1
0295242792,Non-Canonical,53.26,1111_1
8955978276,Non-Canonical,53.26,1111_1
8692892498,Non-Canonical,53.26,1111_1
3343099445,Non-Canonical,53.26,1111_1
2438744431,Non-Canonical,53.26,1111_1
8699547065,Non-Canonical,53.26,1111_1
9713798211,Non-Canonical,53.26,1111_1
5377244402,Non-Canonical,53.26,1111_1
6844512991,Non-Canonical,53.26,1111_1
5174333785,Non-Canonical,53.26,1111_1
7702739553,Non-Canonical,53.26,1111_1
7028140289,Non-Canonical,53.26,1111_1
3660534359,Non-Canonical,53.26,1111_1
9193346256,Non-Canonical,53.26,1111_1
4271881463,Non-Canonical,53.26,1111_1
4138998375,Non-Canonical,53.26,1111_1
3445301595,Non-Canonical,53.26,1111_1
5697727146,Non-Canonical,53.26,1111_1
0506485756,Non-Canonical,53.26,1111_1
0490086802,Non-Canonical,53.26,1111_1
6535606404,Non-Canonical,53.26,1111_1
1376898598,Non-Canonical,53.26,1111_1
3230219071,Non-Canonical,53.26,1111_1
3377478132,Junk,53.26,1111_1
1615248055,Non-Canonical,53.26,1111_1
8627380533,Non-Canonical,53.26,1111_1
3647339863,Non-Canonical,53.26,1111_1
5229164298,Non-Canonical,53.26,1111_1
6711340110,Non-Canonical,53.26,1111_1
2406607789,Non-Canonical,53.26,1111_1
1546590499,Non-Canonical,53.26,1111_1
9742455351,Non-Canonical,53.26,1111_1
7873925558,Non-Canonical,53.26,1111_1
5800424792,Non-Canonical,53.26,1111_1
3265886076,Non-Canonical,53.26,1111_1
8971143987,Non-Canonical,53.26,1111_1
0607867666,Non-Canonical,53.26,1111_1
0457199784,Junk,53.26,1111_1
9745665645,Junk,53.26,1111_1
5305544032,Junk,53.26,1111_1
0093046149,Junk,53.26,1111_1
6635941918,Crying,53.26,1111_1
2961431344,Non-Canonical,53.26,1111_1
6735232080,Non-Canonical,53.26,1111_1
2880482205,Non-Canonical,53.26,1111_1
4355124916,Junk,53.26,1111_1
9517464736,Non-Canonical,53.26,1111_1
9608011643,Non-Canonical,53.26,1111_1
4002491689,Junk,53.26,1111_1
5928913114,Non-Canonical,53.26,1111_1
8612409965,Junk,53.26,1111_1
0153614318,Non-Canonical,53.26,1111_1
1551588316,Junk,53.26,1111_1
7764812649,Junk,53.26,1111_1
0281958679,Junk,53.26,1111_1
6037574221,Junk,53.26,1111_1
3136327374,Junk,53.26,1111_1
7154823173,Junk,53.26,1111_1
5326237645,Junk,53.26,1111_1
3405545821,Junk,53.26,1111_1
6950944859,Non-Canonical,53.26,1111_1
2500295369,Junk,53.26,1111_1
9753990104,Non-Canonical,53.26,1111_1
6701667563,Non-Canonical,53.26,1111_1
8398386082,Junk,53.26,1111_1
2054923153,Junk,53.26,1111_1
6640996725,Non-Canonical,53.26,1111_1
8567720201,Junk,53.26,1111_1
3232526657,Non-Canonical,53.26,1111_1
8919363684,Non-Canonical,53.26,1111_1
1145035554,Non-Canonical,53.26,1111_1
0151353334,Non-Canonical,53.26,1111_1
0594564312,Non-Canonical,53.26,1111_1
2108958260,Non-Canonical,53.26,1111_1
8670202663,Non-Canonical,53.26,1111_1
0746874111,Non-Canonical,53.26,1111_1
3140404865,Non-Canonical,53.26,1111_1
3920421063,Crying,53.26,1111_1
6270252511,Non-Canonical,53.26,1111_1
1206109799,Non-Canonical,53.26,1111_1
6112266709,Laughing,53.26,1111_1
6921053365,Non-Canonical,53.26,1111_1
6616011070,Non-Canonical,53.26,1111_1
6319243202,Non-Canonical,53.26,1111_1
5337089544,Non-Canonical,53.26,1111_1
3399167520,Non-Canonical,53.26,1111_1
2888304618,Non-Canonical,53.26,1111_1
4979220052,Non-Canonical,53.26,1111_1
1538590831,Non-Canonical,53.26,1111_1
9908895495,Non-Canonical,53.26,1111_1
7974869054,Non-Canonical,53.26,1111_1
2790318397,Non-Canonical,53.26,1111_1
5561782486,Junk,53.26,1111_1
6533584704,Non-Canonical,53.26,1111_1
5641367605,Laughing,53.26,1111_1
9592139270,Non-Canonical,53.26,1111_1
1610447247,Non-Canonical,53.26,1111_1
0921591182,Non-Canonical,53.26,1111_1
7277952289,Non-Canonical,53.26,1111_1
8066783153,Junk,53.26,1111_1
6179891518,Non-Canonical,53.26,1111_1
7218262265,Non-Canonical,53.26,1111_1
9902337951,Non-Canonical,53.26,1111_1
9300252352,Non-Canonical,53.26,1111_1
0630214743,Junk,53.26,1111_1
0227444014,Non-Canonical,53.26,1111_1
2380845514,Non-Canonical,53.26,1111_1
2833591344,Non-Canonical,53.26,1111_1
3158147163,Non-Canonical,53.26,1111_1
1476576752,Non-Canonical,53.26,1111_1
1465477290,Non-Canonical,53.26,1111_1
9051580419,Non-Canonical,53.26,1111_1
1695450423,Non-Canonical,53.26,1111_1
4420164480,Non-Canonical,53.26,1111_1
6016533764,Non-Canonical,53.26,1111_1
7896124259,Non-Canonical,53.26,1111_1
3481784364,Non-Canonical,53.26,1111_1
9571149350,Non-Canonical,53.26,1111_1
4146717474,Non-Canonical,53.26,1111_1
4885154845,Non-Canonical,53.26,1111_1
4812332968,Non-Canonical,53.26,1111_1
1000750320,Non-Canonical,53.26,1111_1
5113121258,Junk,53.26,1111_1
7072650676,Non-Canonical,53.26,1111_1
3084564342,Non-Canonical,53.26,1111_1
0672009795,Non-Canonical,53.26,1111_1
4796735337,Non-Canonical,53.26,1111_1
7128668829,Non-Canonical,53.26,1111_1
0512214086,Non-Canonical,53.26,1111_1
0725662410,Junk,53.26,1111_1
7609737532,Junk,53.26,1111_1
2598238467,Junk,53.26,1111_1
4393596309,Non-Canonical,53.26,1111_1
9914507732,Non-Canonical,53.26,1111_1
6912751700,Non-Canonical,53.26,1111_1
3882683156,Non-Canonical,53.26,1111_1
9580441039,Junk,53.26,1111_1
9265351857,Junk,53.26,1111_1
3533748988,Non-Canonical,53.26,1111_1
0927795264,Non-Canonical,53.26,1111_1
5721489870,Non-Canonical,53.26,1111_1
8582096100,Non-Canonical,53.26,1111_1
1792860910,Non-Canonical,53.26,1111_1
7195421200,Non-Canonical,53.26,1111_1
5194755373,Non-Canonical,53.26,1111_1
4601101988,Junk,53.26,1111_1
5730758285,Junk,53.26,1111_1
4658297055,Junk,53.26,1111_1
6072344304,Junk,53.26,1111_1
9904524012,Junk,53.26,1111_1
7585685033,Junk,53.26,1111_1
1010749412,Non-Canonical,53.26,1111_1
1684775406,Non-Canonical,53.26,1111_1
8120134834,Non-Canonical,53.26,1111_1
9368427019,Non-Canonical,53.26,1111_1
5177851719,Non-Canonical,53.26,1111_1
5735306773,Non-Canonical,53.26,1111_1
4302930140,Non-Canonical,53.26,1111_1
7141987689,Non-Canonical,53.26,1111_1
4837867162,Non-Canonical,53.26,1111_1
3275085138,Non-Canonical,53.26,1111_1
4414028550,Non-Canonical,53.26,1111_1
4659660894,Non-Canonical,53.26,1111_1
9877066814,Non-Canonical,53.26,1111_1
7252041529,Junk,53.26,1111_1
4167800280,Junk,53.26,1111_1
2335801353,Non-Canonical,53.26,1111_1
6251274834,Non-Canonical,53.26,1111_1
8276825652,Junk,53.26,1111_1
5374460512,Non-Canonical,53.26,1111_1
8362379066,Non-Canonical,53.26,1111_1
5140730548,Junk,53.26,1111_1
0093033016,Junk,53.26,1111_1
3175442496,Non-Canonical,53.26,1111_1
4273691864,Non-Canonical,53.26,1111_1
9393409307,Non-Canonical,53.26,1111_1
8462293764,Junk,53.26,1111_1
4528958756,Non-Canonical,53.26,1111_1
0744764408,Non-Canonical,53.26,1111_1
3439119138,Junk,53.26,1111_1
2515661732,Non-Canonical,53.26,1111_1
4555531374,Junk,53.26,1111_1
5484611861,Junk,53.26,1111_1
8743970471,Non-Canonical,53.26,1111_1
7353475187,Non-Canonical,53.26,1111_1
8415004805,Non-Canonical,53.26,1111_1
8358876985,Non-Canonical,53.26,1111_1
2682986035,Non-Canonical,53.26,1111_1
9551885264,Non-Canonical,53.26,1111_1
4772991103,Junk,53.26,1111_1
8109654744,Non-Canonical,53.26,1111_1
4724044158,Junk,53.26,1111_1
7146913210,Non-Canonical,53.26,1111_1
3156374308,Canonical,53.26,1111_1
4865078504,Non-Canonical,53.26,1111_1
1463194574,Junk,53.26,1111_1
7294951846,Laughing,53.26,1111_1
3114148510,Non-Canonical,53.26,1111_1
5455354837,Junk,53.26,1111_1
7704660462,Non-Canonical,53.26,1111_1
0834447838,Non-Canonical,53.26,1111_1
4937586133,Non-Canonical,53.26,1111_1
0084961228,Crying,53.26,1111_1
6279911622,Laughing,53.26,1111_1
9269305837,Non-Canonical,53.26,1111_1
3427840311,Laughing,53.26,1111_1
8174169053,Non-Canonical,53.26,1111_1
4773556230,Laughing,53.26,1111_1
5986634801,Laughing,53.26,1111_1
6580608550,Non-Canonical,53.26,1111_1
5868348854,Non-Canonical,53.26,1111_1
0710353791,Non-Canonical,53.26,1111_1
5206356394,Non-Canonical,53.26,1111_1
3962465286,Non-Canonical,53.26,1111_1
1349780623,Junk,53.26,1111_1
6167739390,Non-Canonical,53.26,1111_1
4203868631,Junk,53.26,1111_1
3915051234,Junk,53.26,1111_1
8258421322,Non-Canonical,53.26,1111_1
1642475091,Non-Canonical,53.26,1111_1
2898427466,Non-Canonical,53.26,1111_1
3604175450,Non-Canonical,53.26,1111_1
1860668153,Non-Canonical,53.26,1111_1
1307582785,Non-Canonical,53.26,1111_1
1868316316,Non-Canonical,53.26,1111_1
8044193678,Junk,53.26,1111_1
8049327763,Non-Canonical,53.26,1111_1
1611511693,Non-Canonical,53.26,1111_1
2463005052,Non-Canonical,53.26,1111_1
6468012940,Non-Canonical,53.26,1111_1
7769399456,Non-Canonical,53.26,1111_1
5431794464,Non-Canonical,53.26,1111_1
8031985283,Junk,53.26,1111_1
2228729840,Crying,53.26,1111_1
9325446729,Non-Canonical,53.26,1111_1
9488145253,Junk,53.26,1111_1
7737563840,Non-Canonical,53.26,1111_1
7674313612,Junk,53.26,1111_1
3112736167,Non-Canonical,53.26,1111_1
2878637055,Junk,53.26,1111_1
1477116732,Junk,53.26,1111_1
6521956379,Non-Canonical,53.26,1111_1
7147424849,Non-Canonical,53.26,1111_1
0257889890,Non-Canonical,53.26,1111_1
4230775194,Non-Canonical,53.26,1111_1
6746283606,Non-Canonical,53.26,1111_1
8039246674,Non-Canonical,53.26,1111_1
1033328506,Non-Canonical,53.26,1111_1
1140758816,Non-Canonical,53.26,1111_1
3034627312,Junk,53.26,1111_1
0204230026,Non-Canonical,53.26,1111_1
2291332141,Crying,53.26,1111_1
4016164060,Non-Canonical,53.26,1111_1
5705901192,Non-Canonical,53.26,1111_1
8817558504,Junk,53.26,1111_1
8677368432,Junk,53.26,1111_1
2478067239,Junk,53.26,1111_1
3617040999,Non-Canonical,53.26,1111_1
0873246957,Non-Canonical,53.26,1111_1
6363340291,Non-Canonical,53.26,1111_1
5173830027,Non-Canonical,53.26,1111_1
7262627608,Non-Canonical,53.26,1111_1
2673340559,Non-Canonical,53.26,1111_1
1010028642,Non-Canonical,53.26,1111_1
3203543052,Junk,53.26,1111_1
2290771467,Non-Canonical,53.26,1111_1
9366486379,Non-Canonical,53.26,1111_1
9419479264,Junk,53.26,1111_1
6846744505,Non-Canonical,53.26,1111_1
7852659276,Non-Canonical,53.26,1111_1
6968533754,Non-Canonical,53.26,1111_1
3782286924,Non-Canonical,53.26,1111_1
4014003029,Canonical,53.26,1111_1
4945499931,Non-Canonical,53.26,1111_1
5711809356,Non-Canonical,53.26,1111_1
8924848944,Non-Canonical,53.26,1111_1
2806462368,Non-Canonical,53.26,1111_1
2482437722,Non-Canonical,53.26,1111_1
1496742009,Non-Canonical,53.26,1111_1
8470492474,Non-Canonical,53.26,1111_1
0049786590,Non-Canonical,53.26,1111_1
9301419382,Non-Canonical,53.26,1111_1
3589808855,Non-Canonical,53.26,1111_1
6288294338,Non-Canonical,53.26,1111_1
8461384166,Non-Canonical,53.26,1111_1
7860415558,Non-Canonical,53.26,1111_1
8441995571,Non-Canonical,53.26,1111_1
8978558757,Non-Canonical,53.26,1111_1
0637910313,Non-Canonical,53.26,1111_1
3691361757,Non-Canonical,53.26,1111_1
4095086372,Non-Canonical,53.26,1111_1
3813457125,Non-Canonical,53.26,1111_1
9572210307,Non-Canonical,53.26,1111_1
1418745801,Non-Canonical,53.26,1111_1
2536595376,Non-Canonical,53.26,1111_1
5087188481,Non-Canonical,53.26,1111_1
